id,reference,recherche_ref,type_bien,titre,ville,code_postal,date_publication,prix,surface,nb_pieces,meuble,adresse,latitude,longitude,jardin,contact.nom,contact.telephone,particulier,charges_mensuelles,nb_chambres,etage,description,lumineux,calme,contact.agence,exclusivite,photos,dpe,annee_construction,contact.email,surface_m2,terrasse,balcon,ascenseur,cave
42c5fa5f-9a9b-4cc8-82b3-b9b5000e9a37,AN-PI9ZBE51,REC-FKYQ5Q6P,Maison,Maison atypique à Limoges,Limoges,87000,07-08-2025,95597,259,8,True,,45.844987,1.294756,,Claire Martin,0039898900,,,,,,,,Century Habitat,,,A,,claire.martin73@example.com,,True,,,
378e29a1-ef30-4de7-beb2-932d412b3272,AN-5O7WJMJY,REC-FKYQ5Q6P,Maison,Maison lumineux à Limoges,Limoges,87000,2026-06-07T03:19:10,116823,165,6,,,45.865282,1.279146,,,,,,,4,"Maison spacieux de 165 m² situé à Limoges. Cave et parking inclus. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",,,,False,,B,1885,contact87@example.com,,True,,,
2c197e86-5aaf-4b9d-8bba-5eb5be19f7df,AN-I74SJO4G,REC-FKYQ5Q6P,Maison,Maison spacieux à Limoges,Limoges,87000,06-13-2026,121204,,3,,173 rue Jean Jaurès,45.882105,1.310525,,Claire Moreau,0963604025,,,,1,"Maison de standing de 222 m² situé à Limoges. Cave et parking inclus. Proche de toutes commodités, transports et écoles. À visiter sans tarder. Travaux à prévoir.",,,,False,https://exemple-images.test/AN-I74SJO4G/1.jpg; https://exemple-images.test/AN-I74SJO4G/2.jpg; https://exemple-images.test/AN-I74SJO4G/3.jpg; https://exemple-images.test/AN-I74SJO4G/4.jpg,A,,claire.moreau86@example.com,222,,,,
09201a44-04bb-4959-a4f1-fb81778706d1,AN-XV74EVOT,REC-FKYQ5Q6P,Maison,Maison rénové à Limoges,Limoges,87000,14/09/2025,87087,202,5,False,64 chemin des Vignes,,,,,0612624982,,,,,"Maison atypique de 202 m² situé à Limoges. Cave et parking inclus. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",,,Toit & Vous,,https://exemple-images.test/AN-XV74EVOT/1.jpg; https://exemple-images.test/AN-XV74EVOT/2.jpg; https://exemple-images.test/AN-XV74EVOT/3.jpg; https://exemple-images.test/AN-XV74EVOT/4.jpg; https://exemple-images.test/AN-XV74EVOT/5.jpg,A,,,,True,,,
12bf6ec9-e38f-4a3a-808f-91eb41b4cc40,AN-XAYJL45U,REC-FKYQ5Q6P,Maison,Maison avec vue dégagée à Limoges,Limoges,87000,1772974330,101298,303,2,,10 rue de la République,,,,Claire Martin,0930257441,,,3,,,,,Toit & Vous,,,B,,,,True,,,
224f8e6c-7a39-4470-9093-f5b4d74f086d,AN-HYFOY96D,REC-FKYQ5Q6P,Maison,Maison à rafraîchir à Limoges,Limoges,87000,12-19-2025,76950,267,,False,,,,,Ahmed Moreau,0969323524,True,236.69,,3,"Maison en excellent état de 267 m² situé à Limoges. Cave et parking inclus. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",,,,,,A,,,,,,,
17e14e65-a66a-45a0-ad8a-28d3223f8f0a,AN-X6CXFUOX,REC-FKYQ5Q6P,Maison,Maison lumineux à Limoges,Limoges,87000,1753949470,92092,254,,False,103 boulevard Gambetta,45.845591,1.261978,,,0369730280,,374.96,2,,"Maison avec vue dégagée de 254 m² situé à Limoges. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",,,Century Habitat,,,B,,,,True,,,
392bd34e-52f1-4527-bd1a-3dc1f743939f,AN-ADWJDIPW,REC-FKYQ5Q6P,Maison,Maison à rafraîchir à Limoges,Limoges,87000,11-30-2024,99673 €,,7,,,,,,,0676246589,,,,,"Maison de standing de 299 m² situé à Limoges. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",,,,,https://exemple-images.test/AN-ADWJDIPW/1.jpg; https://exemple-images.test/AN-ADWJDIPW/2.jpg; https://exemple-images.test/AN-ADWJDIPW/3.jpg,B,,,299,True,,,
5f7c27ca-1fa7-4b47-acfd-67062c22c915,AN-51QZM78P,REC-FKYQ5Q6P,Maison,Maison rénové à Limoges,Limoges,87000,01/08/2026,92245,236,,True,172 rue du Commerce,45.853043,1.307989,,,0766215458,,241.51,,,"Maison rénové de 236 m² situé à Limoges. Cave et parking inclus. Proche de toutes commodités, transports et écoles. À visiter sans tarder. Travaux à prévoir.",,,Clé en Main Immo,False,,B,,,,True,,,
ea6e2583-8ade-4b87-8515-70cfa021aa1e,AN-3WD9LQLU,REC-FKYQ5Q6P,Maison,Maison atypique à Limoges,Limoges,87000,2024-11-16T08:27:10,116618,,6,False,,,,,Karim Fontaine,,True,,1,,"Maison atypique de 257 m² situé à Limoges. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",,,,,,B,,karim.fontaine8@example.com,257,True,,,
669e86df-c3e0-434c-b3d3-1d1063ca2368,AN-2X0M4M8B,REC-FKYQ5Q6P,Maison,Maison à rafraîchir à Limoges,Limoges,87000,2025-07-18T13:44:10,123946 €,208,4,False,186 boulevard Gambetta,45.803759,1.284462,,Sophie Lefevre,,True,,,dernier étage,"Maison atypique de 208 m² situé à Limoges. Cave et parking inclus. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",,,,,https://exemple-images.test/AN-2X0M4M8B/1.jpg; https://exemple-images.test/AN-2X0M4M8B/2.jpg; https://exemple-images.test/AN-2X0M4M8B/3.jpg,A,,sophie.lefevre35@example.com,,True,,,
761304bf-ac01-4609-8621-bb0c29b7249c,AN-JPLGQPXB,REC-FKYQ5Q6P,Maison,Maison avec vue dégagée à Limoges,Limoges,87000,2025-02-23,74505,272,,True,134 rue Jean Jaurès,,,,Nadia Martin,0143268237,,,3,,"Maison spacieux de 272 m² situé à Limoges. Cave et parking inclus. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",,,,,https://exemple-images.test/AN-JPLGQPXB/1.jpg; https://exemple-images.test/AN-JPLGQPXB/2.jpg; https://exemple-images.test/AN-JPLGQPXB/3.jpg,B,1957,nadia.martin78@example.com,,True,,,
3ff8d349-90c6-4139-bdfe-aad6d449132d,AN-Z6AJSPSY,REC-FKYQ5Q6P,Maison,Maison atypique à Limoges,Limoges,87000,1761692290,83803,205,,True,185 rue Pasteur,,,,Nadia Girard,0551062372,,,0,,"Maison en excellent état de 205 m² situé à Limoges. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",,,,,,B,1945,nadia.girard22@example.com,,True,,,
855f43f2-ff71-4023-9c7a-46f50e86c9aa,AN-N2BFIG7H,REC-FKYQ5Q6P,Maison,Maison lumineux à Limoges,Limoges,87000,04/06/2025,77808,296,6,True,,,,,Julie Lefevre,,True,,,0,"Maison atypique de 296 m² situé à Limoges. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",,,,,,A,,julie.lefevre29@example.com,,True,,,
bce4fc2c-a2c9-4679-93bd-cac1a052a600,AN-X7QA9TFH,REC-FKYQ5Q6P,Maison,Maison de standing à Limoges,Limoges,87000,1745209570,99630,294,6,,18 quai de la Loire,,,,,0097673631,,,4,4,"Maison de standing de 294 m² situé à Limoges. Cave et parking inclus. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",,,,True,https://exemple-images.test/AN-X7QA9TFH/1.jpg; https://exemple-images.test/AN-X7QA9TFH/2.jpg; https://exemple-images.test/AN-X7QA9TFH/3.jpg,A,,,,True,,,
903d904c-334f-4b3c-b8e5-07df95ba7146,AN-BL91W6EA,REC-FKYQ5Q6P,Maison,Maison en excellent état à Limoges,Limoges,87000,26/02/2025,117174,226,4,,104 rue de la République,,,,,0386942776,,,,,"Maison avec vue dégagée de 226 m² situé à Limoges. Cave et parking inclus. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",,,,,,A,,contact28@example.com,,,,,
d9706567-2125-40d1-81a7-a90213e9bfa9,AN-FF9VN0EC,REC-FKYQ5Q6P,Maison,Maison à rafraîchir à Limoges,Limoges,87000,29/01/2025,75104,236,5,,,45.834776,1.259784,,Claire Fontaine,0415282576,,,2,,"Maison lumineux de 236 m² situé à Limoges. Cave et parking inclus. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",,,,,,B,,,,True,,,
a0cac10c-5482-4ced-8e9d-8d82d078e91b,AN-SAYQ2W39,REC-FKYQ5Q6P,Maison,Maison à rafraîchir à Limoges,Limoges,87000,2024-09-13T11:46:10,91382,187,4,False,61 rue Pasteur,45.872247,1.295228,,,,True,362.15,2,,"Maison de standing de 187 m² situé à Limoges. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",,,,,,A,,,,True,,,
5f48f5b1-c702-45cd-bc67-14780d86f9d4,AN-CEVQUMT7,REC-FKYQ5Q6P,Maison,Maison charmant à Limoges,Limoges,87000,05-16-2025,66249,204,,False,144 rue de la République,45.787767,1.250849,,Marc Bernard,,True,,,5,"Maison rénové de 204 m² situé à Limoges. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",,,Clé en Main Immo,,,B,,marc.bernard30@example.com,,True,,,
6f2d772e-dc09-4fdb-8056-71794bd67943,AN-J87JLFAQ,REC-FKYQ5Q6P,Maison,Maison atypique à Limoges,Limoges,87000,2024-08-26T11:30:10,74126,279,,True,68 place de la Mairie,,,,Claire Martin,0050443132,True,,3,,"Maison de standing de 279 m² situé à Limoges. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",,,,,,,,claire.martin97@example.com,,True,,,
0b5bf38e-7bc3-489c-8c4b-3839bc00181f,AN-RC4XPNSG,REC-FKYQ5Q6P,Maison,Maison au calme à Limoges,Limoges,87000,1734808450,95604,,6,,100 place de la Mairie,45.848395,1.250461,,,0224875038,True,,4,,"Maison de standing de 208 m² situé à Limoges. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",,,Provence Immobilier,,,B,2016,contact83@example.com,208,,,,
ab7caf5f-3bc9-4048-8037-c5f428f40e2f,AN-C3PKWGGC,REC-FKYQ5Q6P,Maison,Maison charmant à Limoges,Limoges,87000,15/10/2024,92486 €,267,6,,57 rue Pasteur,,,,,0717362234,,,,2,"Maison avec vue dégagée de 267 m² situé à Limoges. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",,,,False,,A,,contact51@example.com,,True,,,
1a95b47e-16ae-42c9-a401-3bde3ecbc7d4,AN-BVNDKW9Q,REC-FKYQ5Q6P,Maison,Maison rénové à Limoges,Limoges,87000,2025-11-23,71454,,4,,,45.788679,1.232862,,Claire Roche,0004099665,,,5,2,"Maison à rafraîchir de 262 m² situé à Limoges. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",,,Nid Doré,True,,A,1979,claire.roche43@example.com,262,True,,,
4bf8dab7-0456-4fbc-bd80-a80911427128,AN-GY0UEAEP,REC-FKYQ5Q6P,Maison,Maison atypique à Limoges,Limoges,87000,09-25-2024,67141,294,6,,104 rue Pasteur,45.849833,1.232977,,,,,,1,4,"Maison lumineux de 294 m² situé à Limoges. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",,,,False,https://exemple-images.test/AN-GY0UEAEP/1.jpg; https://exemple-images.test/AN-GY0UEAEP/2.jpg,A,,contact93@example.com,,True,,,
20d6492b-30f9-4c31-b0b2-f922138842e2,AN-MR7NSNQ4,REC-FKYQ5Q6P,Maison,Maison à rafraîchir à Limoges,Limoges,87000,27 février 2025,112871,299,1,True,77 quai de la Loire,,,,Marc Lefevre,,,,,4,"Maison lumineux de 299 m² situé à Limoges. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",,,,False,,B,,marc.lefevre28@example.com,,True,,,
ac1dc9d9-9ed2-4fa9-a347-67ffcadc255e,AN-JC8AEQFC,REC-FKYQ5Q6P,Maison,Maison de standing à Limoges,Limoges,87000,09/04/2026,123627 €,,6,True,,45.800591,1.307644,,Jean Fontaine,0584815551,,,4,,,,,,,https://exemple-images.test/AN-JC8AEQFC/1.jpg; https://exemple-images.test/AN-JC8AEQFC/2.jpg; https://exemple-images.test/AN-JC8AEQFC/3.jpg; https://exemple-images.test/AN-JC8AEQFC/4.jpg; https://exemple-images.test/AN-JC8AEQFC/5.jpg,A,,jean.fontaine81@example.com,171,True,,,
5114b883-e944-4678-9a0c-af3d3473914b,AN-UWIX52SU,REC-FKYQ5Q6P,Maison,Maison rénové à Limoges,Limoges,87000,2025-04-06T21:12:10,94548,269,6,,125 rue Victor Hugo,45.797277,1.217848,,Marc Moreau,,,,4,4,,,,,,,,1992,marc.moreau63@example.com,,True,,,
954f5830-0088-469f-a167-14bcae8e477c,AN-5B6KQZOQ,REC-FKYQ5Q6P,Maison,Maison spacieux à Limoges,Limoges,87000,27 août 2025,121139,266,,,,,,,Karim Bernard,0235356071,,,,4,"Maison spacieux de 266 m² situé à Limoges. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",,,,True,,A,,,,True,,,
c7b98c38-e1a9-40da-9275-76dd29c91668,AN-BFG5NEXJ,REC-FKYQ5Q6P,Maison,Maison à rafraîchir à Limoges,Limoges,87000,12-19-2024,103183,159,,,,,,,Karim Faure,0176704679,,,,1,"Maison rénové de 159 m² situé à Limoges. Cave et parking inclus. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",,,Nid Doré,,https://exemple-images.test/AN-BFG5NEXJ/1.jpg; https://exemple-images.test/AN-BFG5NEXJ/2.jpg,A,1900,karim.faure8@example.com,,,,,
2ecf5a10-0646-4315-bf72-7dff2f2f787a,AN-QPKHCDQF,REC-FKYQ5Q6P,Maison,Maison rénové à Limoges,Limoges,87000,20/01/2025,69305,289,3,,,45.792324,1.219292,,Julie Bernard,0244340891,,,,5,"Maison à rafraîchir de 289 m² situé à Limoges. Cave et parking inclus. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",,,,False,https://exemple-images.test/AN-QPKHCDQF/1.jpg; https://exemple-images.test/AN-QPKHCDQF/2.jpg; https://exemple-images.test/AN-QPKHCDQF/3.jpg,A,,,,True,,,
a3d34624-fd51-47a5-a9ee-d8a9fd3c0b83,AN-EZADUVPH,REC-FKYQ5Q6P,Maison,Maison lumineux à Limoges,Limoges,87000,3 novembre 2025,107341,276,2,,,45.80536,1.239677,,Nadia Roche,0277515898,,,,,"Maison avec vue dégagée de 276 m² situé à Limoges. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",,,Toit & Vous,,,A,,nadia.roche64@example.com,,True,,,
5c52cc7c-bf89-44b5-829d-9260842a1e30,AN-8B218CXS,REC-FKYQ5Q6P,Maison,Maison spacieux à Limoges,Limoges,87000,1765008970,113508,270,,True,145 rue du Commerce,,,,Luc Roche,,,73.77,,0,"Maison charmant de 270 m² situé à Limoges. Cave et parking inclus. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",,,,False,,,,,,True,,,
e1378fc0-6990-4c90-9c42-65eb6ad013bc,AN-PKX0KQBY,REC-FKYQ5Q6P,Maison,Maison spacieux à Limoges,Limoges,87000,2025-01-23T01:41:10,111887,215,4,,,45.793564,1.279804,,,0282677282,,,,,,,,,,,A,,contact53@example.com,,True,,,
0328f06f-1ff4-4b98-b8c4-e552af5b6ce1,AN-KVQQ4A6W,REC-FKYQ5Q6P,Maison,Maison à rafraîchir à Limoges,Limoges,87000,2025-07-14,66068,203,2,True,,45.860307,1.267607,,,,,210.06,,,,,,,,https://exemple-images.test/AN-KVQQ4A6W/1.jpg; https://exemple-images.test/AN-KVQQ4A6W/2.jpg; https://exemple-images.test/AN-KVQQ4A6W/3.jpg; https://exemple-images.test/AN-KVQQ4A6W/4.jpg,A,,contact18@example.com,,True,,,
ab224404-eb95-4197-9a01-d3d9040cf592,AN-ZKDISXND,REC-FKYQ5Q6P,Maison,Maison en excellent état à Limoges,Limoges,87000,07/06/2025,117325,293,6,,64 place de la Mairie,45.804908,1.251307,,,0631903886,,177.42,,,,,,,False,,B,,,,True,,,
2e9f2750-7fd5-44ba-bda3-e29601ba40c9,AN-2GRSK6S9,REC-FKYQ5Q6P,Maison,Maison avec vue dégagée à Limoges,Limoges,87000,1772071750,82002,298,8,,198 place de la Mairie,,,,,,True,,,,"Maison lumineux de 298 m² situé à Limoges. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",,,,,https://exemple-images.test/AN-2GRSK6S9/1.jpg; https://exemple-images.test/AN-2GRSK6S9/2.jpg; https://exemple-images.test/AN-2GRSK6S9/3.jpg; https://exemple-images.test/AN-2GRSK6S9/4.jpg; https://exemple-images.test/AN-2GRSK6S9/5.jpg,A,,contact45@example.com,,True,,,
beae7ef3-fa28-4c0c-b0de-c20a3d7013bd,AN-H76ZMLGY,REC-FKYQ5Q6P,Maison,Maison charmant à Limoges,Limoges,87000,07/04/2026,113264,,8,True,,45.790895,1.259372,,,0418526418,,235.56,,,"Maison rénové de 297 m² situé à Limoges. Proche de toutes commodités, transports et écoles. À visiter sans tarder. Travaux à prévoir.",,,,,,A,,,297,True,,,
1d5a6dc6-9aca-46a0-b04e-e0c21b7a0862,AN-76011VLH,REC-FKYQ5Q6P,Maison,Maison de standing à Limoges,Limoges,87000,22 avril 2026,84590,269,7,,32 allée des Platanes,45.804012,1.242815,,Karim Dubois,,,210.47,,,"Maison rénové de 269 m² situé à Limoges. Cave et parking inclus. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",,,Provence Immobilier,False,,,,karim.dubois81@example.com,,True,,,
8df873ec-34dc-4da7-9d24-848a086094f7,AN-CCWAGYXJ,REC-FKYQ5Q6P,Maison,Maison atypique à Limoges,Limoges,87000,06-11-2026,70170,214,,,151 rue Pasteur,,,,,0399809485,,,,2,"Maison en excellent état de 214 m² situé à Limoges. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",,,Nid Doré,,,A,,,,True,,,
55535089-ed5e-497e-add7-494d42d5650d,AN-HQHLP32X,REC-FKYQ5Q6P,Maison,Maison atypique à Limoges,Limoges,87000,2025-03-19,76553,,6,,,,,,,0253585547,,,0,0,"Maison en excellent état de 170 m² situé à Limoges. Cave et parking inclus. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",,,,True,https://exemple-images.test/AN-HQHLP32X/1.jpg; https://exemple-images.test/AN-HQHLP32X/2.jpg; https://exemple-images.test/AN-HQHLP32X/3.jpg,B,1880,contact14@example.com,170,True,,,
8253db7b-9f47-410f-ad28-db171e965165,AN-SUA6ZL2G,REC-FKYQ5Q6P,Maison,Maison au calme à Limoges,Limoges,87000,2024-09-24T05:19:10,117523,158,,,27 impasse des Lilas,,,,Claire Martin,0864963493,,85.69,5,,"Maison atypique de 158 m² situé à Limoges. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",,,,,,A,,,,True,,,
34e46795-9847-4991-8782-ed798d1f0702,AN-VM2JONUM,REC-FKYQ5Q6P,Maison,Maison charmant à Limoges,Limoges,87000,2025-03-27T13:26:10,106067 €,167,2,,,,,,Marc Roche,0025883514,,,,5,"Maison charmant de 167 m² situé à Limoges. Cave et parking inclus. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",,,Century Habitat,False,https://exemple-images.test/AN-VM2JONUM/1.jpg; https://exemple-images.test/AN-VM2JONUM/2.jpg; https://exemple-images.test/AN-VM2JONUM/3.jpg,B,,,,,,,
9b155701-06db-4b6e-b5fa-3646015473c8,AN-671K8IMX,REC-FKYQ5Q6P,Maison,Maison atypique à Limoges,Limoges,87000,2024-11-13T18:06:10,113271,273,8,,60 rue Jean Jaurès,,,,,0426084809,,,3,,"Maison spacieux de 273 m² situé à Limoges. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",,,Clé en Main Immo,False,https://exemple-images.test/AN-671K8IMX/1.jpg; https://exemple-images.test/AN-671K8IMX/2.jpg; https://exemple-images.test/AN-671K8IMX/3.jpg; https://exemple-images.test/AN-671K8IMX/4.jpg,B,,,,True,,,
74452d50-9883-4d8a-9c42-7d2fea11fff7,AN-6VXDAA52,REC-FKYQ5Q6P,Maison,Maison rénové à Limoges,Limoges,87000,31/10/2024,115619,,5,,153 rue du Commerce,,,,,0169688227,,,,,"Maison rénové de 218 m² situé à Limoges. Cave et parking inclus. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",,,,,,A,1981,,218,True,,,
a97f980d-6d76-40c4-9441-8fa3ae04319b,AN-CH3L48AS,REC-FKYQ5Q6P,Maison,Maison en excellent état à Limoges,Limoges,87000,03-02-2026,99395,225,4,,,,,,Sophie Fontaine,0353080528,,,5,,"Maison atypique de 225 m² situé à Limoges. Cave et parking inclus. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",,,,False,,B,,,,True,,,
e0ecc069-1945-4229-862f-a7ce4ab8753b,AN-B4YUC4H0,REC-FKYQ5Q6P,Maison,Maison spacieux à Limoges,Limoges,87000,2026-05-11T04:38:10,118784,267,2,True,,,,,Ahmed Martin,0512567820,,,,,"Maison atypique de 267 m² situé à Limoges. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",,,Clé en Main Immo,True,,B,,ahmed.martin78@example.com,,True,,,
dd1e0aaa-86bd-478c-be3e-ad30def52f53,AN-OT9RDDIN,REC-FKYQ5Q6P,Maison,Maison lumineux à Limoges,Limoges,87000,2024-12-10,122035 €,184,8,,50 rue du Commerce,,,,,,,253.19,2,,"Maison en excellent état de 184 m² situé à Limoges. Proche de toutes commodités, transports et écoles. À visiter sans tarder. Travaux à prévoir.",,,Provence Immobilier,,,A,1922,contact98@example.com,,True,,,
a4bfbb76-2cfd-43e6-9f3d-00c71e9fc536,AN-7J1GL0EX,REC-FKYQ5Q6P,Maison,Maison au calme à Limoges,Limoges,87000,1751361250,105188 €,264,6,,160 rue Pasteur,45.813,1.26259,,,,,,,1,,,,,False,https://exemple-images.test/AN-7J1GL0EX/1.jpg; https://exemple-images.test/AN-7J1GL0EX/2.jpg,B,,contact70@example.com,,True,,,
34e3c07f-dfa9-4368-a2cb-018e0e5ec823,AN-D6D8VPU2,REC-FKYQ5Q6P,Maison,Maison lumineux à Limoges,Limoges,87000,1736522530,65555 €,291,7,,,,,,Julie Martin,,,,,0,"Maison atypique de 291 m² situé à Limoges. Proche de toutes commodités, transports et écoles. À visiter sans tarder. Travaux à prévoir.",,,,True,,G,1948,,,True,,,
50e032ee-0203-4599-af08-1466bcf161df,AN-RC28PBZU,REC-FKYQ5Q6P,Maison,Maison de standing à Limoges,Limoges,87000,06-21-2026,81953,214,1,,111 chemin des Vignes,45.843458,1.259094,,,0590120411,,,,,"Maison rénové de 214 m² situé à Limoges. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",,,,,https://exemple-images.test/AN-RC28PBZU/1.jpg; https://exemple-images.test/AN-RC28PBZU/2.jpg; https://exemple-images.test/AN-RC28PBZU/3.jpg; https://exemple-images.test/AN-RC28PBZU/4.jpg; https://exemple-images.test/AN-RC28PBZU/5.jpg,B,1997,,,True,,,
9d0c60a5-0654-4b85-a57a-3ddf53b1273c,AN-Q2T3NHM1,REC-FKYQ5Q6P,Maison,Maison spacieux à Limoges,Limoges,87000,20/06/2025,74322,276,7,False,,45.818724,1.223782,,,0210852132,,,,,"Maison à rafraîchir de 276 m² situé à Limoges. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",,,Century Habitat,False,,A,,contact27@example.com,,,,,
23f8f07a-e6c5-4618-8304-cf75a425a854,AN-8JXI2CLP,REC-FKYQ5Q6P,Maison,Maison spacieux à Limoges,Limoges,87000,1727431210,86147,260,5,False,,45.823769,1.222228,,Ahmed Lefevre,0009183882,,,0,4,,,,,,,B,,ahmed.lefevre29@example.com,,True,,,
cef0729e-9e1f-4cd1-b8ae-9b85609095d1,AN-TFLMGNOD,REC-FKYQ5Q6P,Maison,Maison avec vue dégagée à Limoges,Limoges,87000,05-06-2025,62495,273,6,,165 place de la Mairie,45.789266,1.223641,,Nadia Roche,0986776328,True,,4,5,,,,Century Habitat,,https://exemple-images.test/AN-TFLMGNOD/1.jpg; https://exemple-images.test/AN-TFLMGNOD/2.jpg; https://exemple-images.test/AN-TFLMGNOD/3.jpg,B,,,,True,,,
61c938f2-c5f5-40f4-82fe-d085b6b70646,AN-330BWEZY,REC-FKYQ5Q6P,Maison,Maison rénové à Limoges,Limoges,87000,2025-09-10,96034,207,5,,108 boulevard Gambetta,,,,Julie Roche,,,175.79,4,dernier étage,"Maison atypique de 207 m² situé à Limoges. Proche de toutes commodités, transports et écoles. À visiter sans tarder. Travaux à prévoir.",,,,False,,A,,,,True,,,
c3d823ea-fbca-4ea4-9f7a-922f215542c4,AN-KF4PWZ30,REC-FKYQ5Q6P,Maison,Maison charmant à Limoges,Limoges,87000,14/02/2026,120326,219,3,True,2 rue Jean Jaurès,45.821034,1.239388,,,0885545371,,,3,5,,,,,False,,A,1943,contact40@example.com,,True,,,
69e84caf-1f5f-465e-945a-26e0f322ab85,AN-BQ94ZTR4,REC-FKYQ5Q6P,Maison,Maison en excellent état à Limoges,Limoges,87000,14/09/2025,76440,178,5,,,,,,,,,,3,,,,,,True,,A,,,,True,,,
ca1edbc4-8f1e-4086-91a3-90d7de4dfae8,AN-44GZLJYK,REC-FKYQ5Q6P,Maison,Maison à rafraîchir à Limoges,Limoges,87000,2025-01-28T09:47:10,113676,192,2,,,45.875885,1.269434,,,0411099668,True,,0,,"Maison avec vue dégagée de 192 m² situé à Limoges. Proche de toutes commodités, transports et écoles. À visiter sans tarder. Travaux à prévoir.",,,ImmoPlus,,,B,,,,True,,,
616c5b14-3ad7-4097-abc0-991f70a9514f,AN-CUANVQUN,REC-FKYQ5Q6P,Maison,Maison rénové à Limoges,Limoges,87000,2025-01-30,105599 €,266,7,False,,45.81689,1.302392,,Claire Moreau,0477466846,,,5,0,"Maison lumineux de 266 m² situé à Limoges. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",,,Toit & Vous,,,B,,claire.moreau94@example.com,,,,,
f45a2188-cb7d-406b-bf0d-258f88854440,AN-RUZ56XZM,REC-FKYQ5Q6P,Maison,Maison à rafraîchir à Limoges,Limoges,87000,2025-03-28,113586,249,6,True,,45.850344,1.222474,,Luc Perrin,,,,,,"Maison à rafraîchir de 249 m² situé à Limoges. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",,,,False,,B,,,,True,,,
393800ed-dbca-41e1-b0f3-0cb3b4961f23,AN-E276KHFO,REC-FKYQ5Q6P,Maison,Maison lumineux à Limoges,Limoges,87000,02-21-2025,115640,179,,,121 avenue des Champs,,,,,,,270.47,,,"Maison à rafraîchir de 179 m² situé à Limoges. Proche de toutes commodités, transports et écoles. À visiter sans tarder. Travaux à prévoir.",,,,,https://exemple-images.test/AN-E276KHFO/1.jpg; https://exemple-images.test/AN-E276KHFO/2.jpg; https://exemple-images.test/AN-E276KHFO/3.jpg; https://exemple-images.test/AN-E276KHFO/4.jpg,B,,,,True,,,
92a4698e-c55a-45dd-97f4-9f7201c9a870,AN-1IY9N2TQ,REC-FKYQ5Q6P,Maison,Maison charmant à Limoges,Limoges,87000,06/07/2026,111963,240,7,,,45.879624,1.22856,,Marc Lefevre,0965487258,,,4,,"Maison au calme de 240 m² situé à Limoges. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",,,Century Habitat,False,,,1931,marc.lefevre37@example.com,,True,,,
164f9508-5878-4b70-870a-4c1116eb9539,AN-ZY67ABV5,REC-FKYQ5Q6P,Maison,Maison spacieux à Limoges,Limoges,87000,13 août 2025,89115,174,,,80 boulevard Gambetta,,,,,,,397.63,2,5,"Maison atypique de 174 m² situé à Limoges. Cave et parking inclus. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",,,,,https://exemple-images.test/AN-ZY67ABV5/1.jpg; https://exemple-images.test/AN-ZY67ABV5/2.jpg,A,,,,True,,,
