id,reference,estate_type,price,construction_date,latitude,longitude,floor,nb_rooms,nb_bedrooms,nb_bathrooms,nb_toilets,nb_swimming_pool,has_garden,nb_balcony,nb_terrace,is_climatised,energetic_score,surface,land_surface,has_cellar,has_view,is_quiet,is_bright,has_garage,has_elevator,has_chimney,parking_spaces,has_separate_kitchen,needs_renovation,town,street,street_number,postal_code,information,price_eur,construction_year,dpe,recherche_ref,title,date_publication,charges_mensuelles,is_particulier,is_exclusive,is_furnished,contact_name,contact_phone,contact_email,contact_agency,photos
123babc7-49c0-4c57-a5a4-65e8c9e59320,AN-S79AEH1Z,Maison,338.5,1936-01-01,43.599304,1.436009,4,7,NULL,NULL,NULL,NULL,True,0,0,False,NULL,279.0,NULL,False,False,True,True,False,False,False,0,False,False,Toulouse,place de la Mairie,76,31000,"Maison charmant de 279 m² situé à Toulouse. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",338506,1936,NULL,REC-ZS4F1KCW,Maison charmant à Toulouse,2025-05-27,NULL,False,False,True,Claire Faure,NULL,NULL,NULL,https://exemple-images.test/AN-S79AEH1Z/1.jpg;https://exemple-images.test/AN-S79AEH1Z/2.jpg;https://exemple-images.test/AN-S79AEH1Z/3.jpg;https://exemple-images.test/AN-S79AEH1Z/4.jpg;https://exemple-images.test/AN-S79AEH1Z/5.jpg
1001bd6d-d823-4bef-ba86-785af64cef2f,AN-084QCOLR,Maison,291.7,NULL,NULL,NULL,5,10,NULL,NULL,NULL,NULL,True,0,0,False,NULL,197.0,NULL,False,False,True,False,False,False,False,0,False,False,Toulouse,NULL,NULL,31000,"Maison à rafraîchir de 197 m² situé à Toulouse. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",291695,NULL,NULL,REC-ZS4F1KCW,Maison atypique à Toulouse,2025-07-13,NULL,True,NULL,NULL,Claire Moreau,0552272000,claire.moreau30@example.com,Clé en Main Immo,NULL
412778cb-2038-46d3-a3f7-206bd52956bf,AN-TSK2OKZA,Maison,404.8,NULL,43.582746,1.452445,NULL,9,1,NULL,NULL,NULL,False,0,0,False,NULL,170.0,NULL,False,False,False,True,False,False,False,0,False,False,Toulouse,NULL,NULL,31000,"Maison lumineux de 170 m² situé à Toulouse. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",404830,NULL,A,REC-ZS4F1KCW,Maison charmant à Toulouse,2026-05-23,NULL,False,NULL,NULL,NULL,0387624453,contact28@example.com,NULL,https://exemple-images.test/AN-TSK2OKZA/1.jpg;https://exemple-images.test/AN-TSK2OKZA/2.jpg;https://exemple-images.test/AN-TSK2OKZA/3.jpg
4ed127ed-cd54-4bd8-a18e-8a076f051aba,AN-ACTE0ND3,Maison,385.4,1869-01-01,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,True,0,0,False,NULL,195.0,NULL,False,False,True,False,False,False,False,0,False,True,Toulouse,NULL,NULL,31000,"Maison à rafraîchir de 195 m² situé à Toulouse. Proche de toutes commodités, transports et écoles. À visiter sans tarder. Travaux à prévoir.",385358,1869,NULL,REC-ZS4F1KCW,Maison au calme à Toulouse,2025-11-27,NULL,False,NULL,NULL,Nadia Bernard,0226692750,nadia.bernard1@example.com,NULL,NULL
577e145b-7d9f-4050-b933-4bedcbb3cfa5,AN-KPJ3R2G5,Maison,300.8,NULL,43.647544,1.490395,NULL,8,0,NULL,NULL,NULL,True,0,0,False,NULL,173.0,NULL,False,False,True,True,False,False,False,0,False,False,Toulouse,boulevard Gambetta,109,31000,"Maison spacieux de 173 m² situé à Toulouse. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",300799,NULL,NULL,REC-ZS4F1KCW,Maison spacieux à Toulouse,2026-07-03,NULL,False,True,NULL,Jean Martin,0936612078,NULL,NULL,https://exemple-images.test/AN-KPJ3R2G5/1.jpg;https://exemple-images.test/AN-KPJ3R2G5/2.jpg;https://exemple-images.test/AN-KPJ3R2G5/3.jpg;https://exemple-images.test/AN-KPJ3R2G5/4.jpg;https://exemple-images.test/AN-KPJ3R2G5/5.jpg
3aa7d63d-e82e-42ad-b109-dd1509eb4f06,AN-1D5T2NFK,Maison,340.5,1968-01-01,43.569891,1.47207,NULL,9,NULL,NULL,NULL,NULL,False,0,0,False,NULL,242.0,NULL,False,False,True,True,False,False,False,0,False,False,Toulouse,NULL,NULL,31000,"Maison de standing de 242 m² situé à Toulouse. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",340489,1968,NULL,REC-ZS4F1KCW,Maison atypique à Toulouse,2026-03-15,NULL,False,NULL,True,Karim Faure,0820283210,NULL,NULL,NULL
c92784b8-bd38-43f8-8b4c-73b4893ad756,AN-2UK4BOAL,Maison,318.0,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,True,0,0,False,NULL,256.0,NULL,False,False,True,False,False,False,False,0,False,False,Toulouse,NULL,NULL,31000,NULL,317991,NULL,NULL,REC-ZS4F1KCW,Maison au calme à Toulouse,2026-06-21,NULL,False,False,NULL,Nadia Bernard,0475671850,NULL,NULL,NULL
08930c31-8e4c-4f66-a7fb-557b5b67c321,AN-H0A1HG8T,Maison,330.3,NULL,43.593525,1.450951,0,6,4,NULL,NULL,NULL,True,0,0,False,NULL,236.0,NULL,False,False,True,True,False,False,False,1,False,False,Toulouse,NULL,NULL,31000,"Maison spacieux de 236 m² situé à Toulouse. Cave et parking inclus. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",330281,NULL,B,REC-ZS4F1KCW,Maison à rafraîchir à Toulouse,2026-05-29,NULL,False,False,NULL,NULL,0928389072,contact91@example.com,NULL,NULL
25c343bf-bbab-45a7-93b4-7b09bcb568dd,AN-P1ULRFYA,Maison,321.5,NULL,43.612353,1.397171,1,6,NULL,NULL,NULL,NULL,True,0,0,False,NULL,202.0,NULL,False,True,True,True,False,False,False,1,False,False,Toulouse,quai de la Loire,74,31000,"Maison à rafraîchir de 202 m² situé à Toulouse. Cave et parking inclus. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",321507,NULL,B,REC-ZS4F1KCW,Maison avec vue dégagée à Toulouse,2025-06-25,184.79,True,NULL,NULL,Nadia Bernard,NULL,nadia.bernard14@example.com,Nid Doré,NULL
a4bef03d-778d-4832-80e6-5eb26c4586d4,AN-4XJNR4WI,Maison,227.7,1851-01-01,NULL,NULL,3,8,NULL,NULL,NULL,NULL,True,0,0,False,NULL,286.0,NULL,False,False,True,False,False,False,False,0,False,True,Toulouse,NULL,NULL,31000,"Maison spacieux de 286 m² situé à Toulouse. Proche de toutes commodités, transports et écoles. À visiter sans tarder. Travaux à prévoir.",227685,1851,B,REC-ZS4F1KCW,Maison au calme à Toulouse,2024-10-06,NULL,False,NULL,NULL,Marc Moreau,0596600027,NULL,Nid Doré,NULL
07e2944f-64c6-4ac5-9198-36bfa7571ddd,AN-H0AN31QB,Maison,215.3,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,True,0,0,False,NULL,190.0,NULL,False,False,True,True,False,False,False,0,False,False,Toulouse,rue Pasteur,187,31000,NULL,215328,NULL,NULL,REC-ZS4F1KCW,Maison lumineux à Toulouse,2025-07-23,266.72,True,NULL,False,Jean Dubois,0111770690,jean.dubois72@example.com,NULL,NULL
34d270f6-71bb-4159-a82e-fb2713b20609,AN-BNUNILXV,Maison,389.9,NULL,43.620968,1.406793,NULL,7,2,NULL,NULL,NULL,True,0,0,False,NULL,159.0,NULL,False,False,True,True,False,False,False,0,False,False,Toulouse,NULL,NULL,31000,NULL,389866,NULL,NULL,REC-ZS4F1KCW,Maison de standing à Toulouse,2026-03-18,NULL,False,True,NULL,Luc Bernard,0907888593,luc.bernard91@example.com,NULL,NULL
985f21bd-339e-47a7-977e-11b3a46a1d2f,AN-QWA5J8YJ,Maison,220.8,2022-01-01,43.569221,1.489355,NULL,6,NULL,NULL,NULL,NULL,True,0,0,False,NULL,239.0,NULL,False,False,True,False,False,False,False,0,False,False,Toulouse,NULL,NULL,31000,"Maison rénové de 239 m² situé à Toulouse. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",220754,2022,NULL,REC-ZS4F1KCW,Maison en excellent état à Toulouse,2025-10-01,75.75,False,False,NULL,Jean Bernard,0146305623,NULL,Toit & Vous,https://exemple-images.test/AN-QWA5J8YJ/1.jpg;https://exemple-images.test/AN-QWA5J8YJ/2.jpg;https://exemple-images.test/AN-QWA5J8YJ/3.jpg
57f0c49c-064e-4a2c-a762-27a80315094c,AN-W1J9LRPV,Maison,329.2,1919-01-01,43.653748,1.45643,2,8,0,NULL,NULL,NULL,True,0,0,False,NULL,288.0,NULL,False,False,True,True,False,False,False,1,False,False,Toulouse,NULL,NULL,31000,"Maison de standing de 288 m² situé à Toulouse. Cave et parking inclus. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",329185,1919,NULL,REC-ZS4F1KCW,Maison rénové à Toulouse,2026-06-27,NULL,False,False,NULL,NULL,0612617736,NULL,NULL,NULL
1effdecd-037f-4fe9-aff0-cca0fdee6e65,AN-6HWYBHIH,Maison,246.2,NULL,NULL,NULL,NULL,7,4,NULL,NULL,NULL,True,0,0,False,NULL,282.0,NULL,False,True,True,True,False,False,False,1,False,False,Toulouse,NULL,NULL,31000,"Maison rénové de 282 m² situé à Toulouse. Cave et parking inclus. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",246192,NULL,F,REC-ZS4F1KCW,Maison avec vue dégagée à Toulouse,2024-12-18,NULL,True,NULL,NULL,Claire Perrin,0302758734,NULL,NULL,https://exemple-images.test/AN-6HWYBHIH/1.jpg;https://exemple-images.test/AN-6HWYBHIH/2.jpg;https://exemple-images.test/AN-6HWYBHIH/3.jpg
b515e2c5-70b2-4fa7-b560-66c32ffee0e7,AN-96HHZI5L,Maison,205.0,NULL,43.602285,1.44401,NULL,10,3,NULL,NULL,NULL,False,0,0,False,NULL,154.0,NULL,False,False,True,False,False,False,False,1,False,False,Toulouse,NULL,NULL,31000,"Maison en excellent état de 154 m² situé à Toulouse. Cave et parking inclus. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",204975,NULL,NULL,REC-ZS4F1KCW,Maison en excellent état à Toulouse,2025-07-15,NULL,False,True,True,Nadia Roche,NULL,NULL,Century Habitat,NULL
42ff2bef-ffb9-4149-812e-a8c87e3b6bf9,AN-2SRETTGB,Maison,347.7,NULL,43.58746,1.430763,5,9,1,NULL,NULL,NULL,True,0,0,False,NULL,242.0,NULL,False,False,True,False,False,False,False,0,False,False,Toulouse,impasse des Lilas,184,31000,"Maison atypique de 242 m² situé à Toulouse. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",347721,NULL,NULL,REC-ZS4F1KCW,Maison charmant à Toulouse,2026-03-23,NULL,False,False,NULL,NULL,NULL,contact22@example.com,Century Habitat,NULL
cd94b3ca-1208-4f72-b567-96067ac6cd71,AN-7SSAHMN1,Maison,393.2,NULL,NULL,NULL,3,7,NULL,NULL,NULL,NULL,True,0,0,False,NULL,164.0,NULL,False,True,True,True,False,False,False,0,False,False,Toulouse,rue de la République,37,31000,"Maison avec vue dégagée de 164 m² situé à Toulouse. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",393228,NULL,NULL,REC-ZS4F1KCW,Maison avec vue dégagée à Toulouse,2026-03-21,NULL,False,NULL,NULL,Marie Dubois,NULL,marie.dubois71@example.com,NULL,NULL
a2b578b0-2cfd-493b-9387-5e9369c0aa97,AN-FW5RD2M2,Maison,329.3,1934-01-01,NULL,NULL,NULL,9,3,NULL,NULL,NULL,True,0,0,False,NULL,153.0,NULL,False,False,True,True,False,False,False,0,False,False,Toulouse,rue du Commerce,140,31000,"Maison rénové de 153 m² situé à Toulouse. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",329349,1934,NULL,REC-ZS4F1KCW,Maison à rafraîchir à Toulouse,2026-03-20,NULL,True,NULL,True,Nadia Fontaine,0543261867,NULL,Toit & Vous,NULL
752f4847-779e-4334-ad50-ddd5f1c39b77,AN-2GYODPMT,Maison,400.4,NULL,NULL,NULL,NULL,8,5,NULL,NULL,NULL,True,0,0,False,NULL,249.0,NULL,False,False,True,True,False,False,False,1,False,True,Toulouse,impasse des Lilas,136,31000,"Maison rénové de 249 m² situé à Toulouse. Cave et parking inclus. Proche de toutes commodités, transports et écoles. À visiter sans tarder. Travaux à prévoir.",400359,NULL,NULL,REC-ZS4F1KCW,Maison à rafraîchir à Toulouse,2025-09-02,NULL,False,NULL,NULL,NULL,0870236307,NULL,NULL,NULL
dc27aea3-4eb3-4488-8447-7e7855718130,AN-335087L2,Maison,65.2,NULL,45.804356,1.288623,NULL,6,2,NULL,NULL,NULL,False,0,1,False,NULL,189.0,NULL,False,False,False,False,False,False,False,1,False,False,Limoges,NULL,NULL,87000,"Maison rénové de 189 m² situé à Limoges. Cave et parking inclus. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",65235,NULL,A,REC-FKYQ5Q6P,Maison lumineux à Limoges,2025-05-22,NULL,False,NULL,NULL,NULL,NULL,NULL,NULL,https://exemple-images.test/AN-335087L2/1.jpg
5b0f6c90-cc59-4e89-a05d-034f2a221251,AN-M78654T2,Maison,108.3,1957-01-01,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,False,0,1,False,NULL,207.0,NULL,False,True,False,False,False,False,False,0,False,False,Limoges,chemin des Vignes,39,87000,"Maison avec vue dégagée de 207 m² situé à Limoges. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",108288,1957,E,REC-FKYQ5Q6P,Maison atypique à Limoges,2026-06-04,NULL,True,NULL,NULL,Marie Perrin,NULL,marie.perrin43@example.com,NULL,NULL
72a3a172-5d70-42a1-a5e5-dad8bc6aaae9,AN-GFOQPJY2,Maison,97.2,NULL,45.826505,1.297463,NULL,1,1,NULL,NULL,NULL,False,0,1,False,NULL,301.0,NULL,False,False,False,False,False,False,False,0,False,False,Limoges,NULL,NULL,87000,"Maison en excellent état de 301 m² situé à Limoges. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",97157,NULL,NULL,REC-FKYQ5Q6P,Maison de standing à Limoges,2025-11-15,NULL,False,NULL,False,Nadia Martin,0427894588,NULL,NULL,https://exemple-images.test/AN-GFOQPJY2/1.jpg;https://exemple-images.test/AN-GFOQPJY2/2.jpg
89f6cc37-19ed-4a98-9eca-35ce1e908717,AN-HTX2VHDE,Maison,65.6,NULL,NULL,NULL,NULL,1,4,NULL,NULL,NULL,False,0,0,False,NULL,250.0,NULL,False,True,False,False,False,False,False,0,False,True,Limoges,NULL,NULL,87000,"Maison à rafraîchir de 250 m² situé à Limoges. Proche de toutes commodités, transports et écoles. À visiter sans tarder. Travaux à prévoir.",65639,NULL,NULL,REC-FKYQ5Q6P,Maison avec vue dégagée à Limoges,2026-06-15,NULL,False,NULL,NULL,Marie Faure,NULL,NULL,NULL,NULL
e3a36aa2-e4d3-43d7-a612-7ed3074f9b96,AN-F2JY39PR,Maison,64.3,NULL,45.788493,1.284959,NULL,1,1,NULL,NULL,NULL,False,0,1,False,NULL,259.0,NULL,False,False,False,False,False,False,False,0,False,False,Limoges,NULL,NULL,87000,NULL,64316,NULL,A,REC-FKYQ5Q6P,Maison au calme à Limoges,2026-05-28,NULL,False,True,NULL,NULL,0950698385,contact81@example.com,NULL,https://exemple-images.test/AN-F2JY39PR/1.jpg;https://exemple-images.test/AN-F2JY39PR/2.jpg;https://exemple-images.test/AN-F2JY39PR/3.jpg;https://exemple-images.test/AN-F2JY39PR/4.jpg
8931780a-33d8-4930-98e1-4d6c803f4c55,AN-2F0BHHAL,Maison,64.5,NULL,NULL,NULL,5,2,NULL,NULL,NULL,NULL,False,0,1,False,NULL,238.0,NULL,False,False,False,False,False,False,False,0,False,False,Limoges,NULL,NULL,87000,"Maison à rafraîchir de 238 m² situé à Limoges. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",64505,NULL,B,REC-FKYQ5Q6P,Maison au calme à Limoges,2025-03-25,394.82,False,True,NULL,NULL,NULL,NULL,NULL,NULL
49e494da-dfd9-476d-8aaa-cc2313f90283,AN-ANRRPQP0,Maison,74.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,False,0,1,False,NULL,274.0,NULL,False,False,False,False,False,False,False,0,False,False,Limoges,quai de la Loire,105,87000,NULL,74631,NULL,A,REC-FKYQ5Q6P,Maison spacieux à Limoges,2025-06-12,NULL,False,NULL,False,NULL,0264772250,NULL,NULL,NULL
a9a3a77f-19ef-4fbc-af9e-b42253026537,AN-S5MK1TF8,Maison,66.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,False,0,1,False,NULL,223.0,NULL,False,False,False,False,False,False,False,0,False,False,Limoges,allée des Platanes,37,87000,"Maison en excellent état de 223 m² situé à Limoges. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",66267,NULL,B,REC-FKYQ5Q6P,Maison charmant à Limoges,2025-02-23,NULL,False,NULL,NULL,NULL,0806933314,contact56@example.com,NULL,NULL
49e49fcd-43a6-431f-8c0d-e98196be3ad8,AN-GHLKGH67,Maison,83.0,NULL,NULL,NULL,NULL,7,4,NULL,NULL,NULL,False,0,0,False,NULL,205.0,NULL,False,False,False,False,False,False,False,0,False,False,Limoges,boulevard Gambetta,106,87000,"Maison atypique de 205 m² situé à Limoges. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",83006,NULL,A,REC-FKYQ5Q6P,Maison à rafraîchir à Limoges,2026-07-09,NULL,False,NULL,NULL,Marc Girard,NULL,NULL,NULL,NULL
41910b6b-b049-4a5d-9ebe-8e261f3b0f0c,AN-MN4KK1Z7,Maison,99.2,NULL,45.810647,1.217318,NULL,2,2,NULL,NULL,NULL,False,0,0,False,NULL,195.0,NULL,False,False,False,False,False,False,False,1,False,False,Limoges,NULL,NULL,87000,"Maison lumineux de 195 m² situé à Limoges. Cave et parking inclus. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",99190,NULL,A,REC-FKYQ5Q6P,Maison charmant à Limoges,2024-12-19,NULL,False,NULL,False,Karim Bernard,0287031359,NULL,NULL,NULL
694e1792-cb9d-4c9c-a56d-7e4107d52695,AN-OC0LCYAD,Maison,85.2,NULL,NULL,NULL,4,7,NULL,NULL,NULL,NULL,False,0,0,False,NULL,219.0,NULL,False,True,False,False,False,False,False,1,False,False,Limoges,allée des Platanes,147,87000,"Maison lumineux de 219 m² situé à Limoges. Cave et parking inclus. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",85178,NULL,B,REC-FKYQ5Q6P,Maison avec vue dégagée à Limoges,2026-03-01,298.79,False,True,NULL,Nadia Faure,NULL,NULL,Century Habitat,https://exemple-images.test/AN-OC0LCYAD/1.jpg
f807c694-b0c0-44e8-9aad-dc0a11d7e0f7,AN-784JJZ5X,Maison,72.2,NULL,45.784202,1.21951,4,NULL,NULL,NULL,NULL,NULL,False,0,0,False,NULL,272.0,NULL,False,True,False,False,False,False,False,0,False,False,Limoges,NULL,NULL,87000,"Maison à rafraîchir de 272 m² situé à Limoges. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",72206,NULL,A,REC-FKYQ5Q6P,Maison avec vue dégagée à Limoges,2024-09-02,NULL,True,NULL,NULL,Marie Moreau,0461873792,NULL,NULL,NULL
0a10f677-91c4-431a-b91a-3dc392143a86,AN-97RMQYGB,Maison,64.3,NULL,NULL,NULL,3,5,NULL,NULL,NULL,NULL,False,0,1,False,NULL,269.0,NULL,False,True,False,False,False,False,False,0,False,False,Limoges,NULL,NULL,87000,"Maison avec vue dégagée de 269 m² situé à Limoges. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",64264,NULL,B,REC-FKYQ5Q6P,Maison rénové à Limoges,2026-01-31,NULL,False,False,NULL,Jean Martin,0224326719,jean.martin93@example.com,Toit & Vous,https://exemple-images.test/AN-97RMQYGB/1.jpg;https://exemple-images.test/AN-97RMQYGB/2.jpg;https://exemple-images.test/AN-97RMQYGB/3.jpg
28e3e72a-fb45-4550-b770-2393e3da52a2,AN-9K3J2OZ9,Maison,72.3,NULL,45.842912,1.28535,NULL,4,NULL,NULL,NULL,NULL,False,0,1,False,NULL,237.0,NULL,False,False,False,False,False,False,False,1,False,False,Limoges,NULL,NULL,87000,"Maison au calme de 237 m² situé à Limoges. Cave et parking inclus. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",72347,NULL,A,REC-FKYQ5Q6P,Maison en excellent état à Limoges,2025-11-04,238.25,False,NULL,False,NULL,0305960985,contact75@example.com,NULL,https://exemple-images.test/AN-9K3J2OZ9/1.jpg;https://exemple-images.test/AN-9K3J2OZ9/2.jpg
f6649878-0181-4e74-b404-e2bb61eccb1a,AN-WGGBILJ7,Maison,89.8,NULL,45.86565,1.276137,0,2,NULL,NULL,NULL,NULL,False,0,1,False,NULL,297.0,NULL,False,False,False,False,False,False,False,0,False,False,Limoges,NULL,NULL,87000,"Maison de standing de 297 m² situé à Limoges. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",89835,NULL,A,REC-FKYQ5Q6P,Maison spacieux à Limoges,2025-04-25,356.91,True,NULL,NULL,Nadia Lefevre,NULL,NULL,Toit & Vous,NULL
533f2900-9100-4bf8-b544-626511ad331c,AN-EDCKZ6JC,Maison,91.9,1898-01-01,45.849718,1.304937,last floor,5,NULL,NULL,NULL,NULL,False,0,1,False,NULL,303.0,NULL,False,False,False,False,False,False,False,1,False,False,Limoges,NULL,NULL,87000,"Maison charmant de 303 m² situé à Limoges. Cave et parking inclus. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",91933,1898,A,REC-FKYQ5Q6P,Maison lumineux à Limoges,2026-08-01,NULL,False,False,NULL,Karim Girard,NULL,NULL,ImmoPlus,NULL
7c849e6c-cc81-4363-94b2-d6258b573b88,AN-HDLRSUKZ,Maison,85.7,NULL,NULL,NULL,NULL,5,3,NULL,NULL,NULL,False,0,1,False,NULL,236.0,NULL,False,False,False,False,False,False,False,0,False,False,Limoges,rue du Commerce,72,87000,"Maison lumineux de 236 m² situé à Limoges. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",85675,NULL,B,REC-FKYQ5Q6P,Maison de standing à Limoges,2025-09-12,184.11,True,NULL,NULL,Marie Perrin,NULL,NULL,Century Habitat,NULL
bc08bb62-c679-4a72-8304-d1e6b208286d,AN-6ZCUGOLU,Maison,92.1,1918-01-01,45.860211,1.283916,NULL,NULL,NULL,NULL,NULL,NULL,False,0,1,False,NULL,223.0,NULL,False,False,False,False,False,False,False,0,False,False,Limoges,impasse des Lilas,175,87000,"Maison rénové de 223 m² situé à Limoges. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",92123,1918,A,REC-FKYQ5Q6P,Maison au calme à Limoges,2026-08-11,71.98,False,NULL,NULL,Ahmed Girard,0132935825,NULL,Clé en Main Immo,NULL
b3b77914-f3f2-4d85-957e-94b853a19f75,AN-7XD224TO,Maison,119.3,1995-01-01,NULL,NULL,0,3,NULL,NULL,NULL,NULL,False,0,0,False,NULL,264.0,NULL,False,False,False,False,False,False,False,0,False,False,Limoges,NULL,NULL,87000,NULL,119280,1995,A,REC-FKYQ5Q6P,Maison spacieux à Limoges,2026-02-19,NULL,False,NULL,False,Julie Faure,0952550694,julie.faure57@example.com,ImmoPlus,NULL
e26e7cda-f5ce-4074-9dfa-b4fb3cd254cf,AN-EOQQBQNI,Maison,71.8,NULL,NULL,NULL,4,NULL,1,NULL,NULL,NULL,False,0,1,False,NULL,203.0,NULL,False,False,False,False,False,False,False,0,False,False,Limoges,quai de la Loire,99,87000,NULL,71778,NULL,NULL,REC-FKYQ5Q6P,Maison au calme à Limoges,2025-02-01,NULL,False,NULL,NULL,NULL,NULL,contact11@example.com,NULL,https://exemple-images.test/AN-EOQQBQNI/1.jpg
8ab21f28-9771-4842-b4dd-5bcc38f54988,AN-O3BVUW7D,Maison,98.4,NULL,NULL,NULL,NULL,6,1,NULL,NULL,NULL,False,0,1,False,NULL,203.0,NULL,False,False,False,False,False,False,False,0,False,True,Limoges,impasse des Lilas,194,87000,"Maison atypique de 203 m² situé à Limoges. Proche de toutes commodités, transports et écoles. À visiter sans tarder. Travaux à prévoir.",98415,NULL,B,REC-FKYQ5Q6P,Maison lumineux à Limoges,2026-03-03,NULL,False,NULL,NULL,Nadia Fontaine,0981847450,NULL,NULL,https://exemple-images.test/AN-O3BVUW7D/1.jpg
63107aee-753b-44fb-b363-5d5db7e05bdc,AN-TUUHA61R,Maison,112.5,1968-01-01,45.870324,1.226275,NULL,NULL,NULL,NULL,NULL,NULL,False,0,1,False,NULL,223.0,NULL,False,False,False,False,False,False,False,0,False,False,Limoges,NULL,NULL,87000,"Maison au calme de 223 m² situé à Limoges. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",112542,1968,B,REC-FKYQ5Q6P,Maison atypique à Limoges,2025-09-16,NULL,False,NULL,NULL,NULL,NULL,NULL,NULL,https://exemple-images.test/AN-TUUHA61R/1.jpg
0cdfdbdb-9e18-478c-9a3e-33f7cffdf17e,AN-13JO5GDL,Maison,89.4,1978-01-01,45.875961,1.274973,NULL,1,1,NULL,NULL,NULL,False,0,1,False,NULL,217.0,NULL,False,False,False,False,False,False,False,0,False,False,Limoges,NULL,NULL,87000,"Maison charmant de 217 m² situé à Limoges. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",89396,1978,A,REC-FKYQ5Q6P,Maison en excellent état à Limoges,2025-09-19,NULL,False,NULL,NULL,NULL,0525210780,contact38@example.com,NULL,NULL
cc0608bf-b7fe-4d0a-9aff-1517b3353236,AN-195V2J41,Maison,99.3,1952-01-01,45.845723,1.237865,3,8,NULL,NULL,NULL,NULL,False,0,1,False,NULL,239.0,NULL,False,False,False,False,False,False,False,0,False,False,Limoges,NULL,NULL,87000,"Maison atypique de 239 m² situé à Limoges. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",99296,1952,B,REC-FKYQ5Q6P,Maison au calme à Limoges,2024-09-03,120.94,False,False,True,Karim Perrin,NULL,karim.perrin57@example.com,Toit & Vous,NULL
db082613-2258-4dda-b786-8e2a0f6087ee,AN-Y6C50Y4A,Maison,105.0,NULL,45.837429,1.238538,NULL,8,2,NULL,NULL,NULL,False,0,1,False,NULL,265.0,NULL,False,False,False,False,False,False,False,0,False,False,Limoges,place de la Mairie,111,87000,NULL,105041,NULL,A,REC-FKYQ5Q6P,Maison au calme à Limoges,2026-06-04,NULL,False,True,NULL,NULL,0883575210,NULL,NULL,NULL
32050cf5-c239-4317-afa5-f81d916656eb,AN-QBKLOBCW,Maison,113.3,NULL,45.810353,1.306714,NULL,6,NULL,NULL,NULL,NULL,False,0,1,False,NULL,189.0,NULL,False,False,False,False,False,False,False,1,False,False,Limoges,NULL,NULL,87000,"Maison à rafraîchir de 189 m² situé à Limoges. Cave et parking inclus. Proche de toutes commodités, transports et écoles. À visiter sans tarder.",113321,NULL,A,REC-FKYQ5Q6P,Maison atypique à Limoges,2024-12-16,NULL,True,NULL,NULL,Jean Dubois,NULL,NULL,NULL,NULL
2e314c86-f23f-4cb4-8cfe-bfafcc4288ba,AN-VEBA73F3,Maison,80.9,NULL,45.809326,1.253158,NULL,NULL,NULL,NULL,NULL,NULL,False,0,1,False,NULL,244.0,NULL,False,False,False,False,False,False,False,0,False,False,Limoges,NULL,NULL,87000,NULL,80914,NULL,B,REC-FKYQ5Q6P,Maison à rafraîchir à Limoges,2024-12-16,NULL,False,NULL,False,Sophie Bernard,NULL,NULL,Toit & Vous,NULL
